genus_species,crm_tree_id,scientific_name,common_name,size,priority,,,,,,,,,,,,,,
Gleditsia triacanthos var. inermis,a0o1I000001VW7XQAW,Gleditsia triacanthos var. inermis - Skyline,"Locust, Honey Thornless Skyline",Large Tree,FALSE,,,,,,,,,,,,,,
Gleditsia triacanthos var. inermis,a0o1I000001VW7YQAW,Gleditsia triacanthos var. inermis - Street Keeper,"Locust, Honey Thornless Street Keeper",Large Tree,FALSE,,,,,,,,,,,,,,
Gymnocladus dioicus,a0o1I00000YHEgrQAH,Gymnocladus dioicus - Decaf,"Coffeetree, Kentucky Decaf",Large Tree,FALSE,,,,,,,,,,,,,,
Gymnocladus dioicus,a0o1I000001VW7ZQAW,Gymnocladus dioicus,"Coffeetree, Kentucky",Large Tree,FALSE,,,,,,,,,,,,,,
Gymnocladus dioicus,a0o1I000001VW7aQAG,Gymnocladus dioicus - Espresso,"Coffeetree, Kentucky Espresso",Large Tree,FALSE,,,,,,,,,,,,,,
Halesia carolina (tetraptera),a0o1I000001VWECQA4,Halesia carolina (tetraptera) - UConn Wedding Bells,"Silverbell, Carolina UConn Wedding Bells",Small Tree,FALSE,,,,,,,,,,,,,,
Halesia carolina (tetraptera),a0o1I000001VW7bQAG,Halesia carolina (tetraptera),"Silverbell, Carolina",Small Tree,FALSE,,,,,,,,,,,,,,
Halesia carolina (tetraptera),a0o1I000001VW7cQAG,Halesia carolina (tetraptera) - Arnold Pink,"Silverbell, Carolina Arnold Pink",Small Tree,FALSE,,,,,,,,,,,,,,
Halesia carolina (tetraptera),a0o1I000001VWCnQAO,Halesia carolina (tetraptera) - Rosy Ridge,"Silverbell, Carolina Rosy Ridge",Small Tree,FALSE,,,,,,,,,,,,,,
Halesia monticola,a0o1I000001VW7dQAG,Halesia monticola,"Silverbell, Mountain",Small Tree,FALSE,,,,,,,,,,,,,,
Halesia monticola var. vestita,a0o1I000001VW7eQAG,Halesia monticola var. vestita,"Silverbell, Mountian Snowdrop",Small Tree,FALSE,,,,,,,,,,,,,,
Hamamelis vernalis,a0o1I000001VW7fQAG,Hamamelis vernalis,"Witch Hazel, Ozark",Small Tree,FALSE,,,,,,,,,,,,,,
Hamamelis virginiana,a0o1I000001VW7gQAG,Hamamelis virginiana,"Witch Hazel, Common",Small Tree,TRUE,,,,,,,,,,,,,,
Hamamelis x intermedia,a0o1I000001VWEqQAO,Hamamelis x intermedia - Jelena,"Witch Hazel, Jelena",Small Tree,FALSE,,,,,,,,,,,,,,
Heptacodium miconioides,a0o1I000001VW7hQAG,Heptacodium miconioides,Seven Son Flower,shrub,FALSE,,,,,,,,,,,,,,
Hibiscus syriacus,a0o1I000001VW7iQAG,Hibiscus syriacus,Rose of Sharon,shrub,FALSE,,,,,,,,,,,,,,
Ilex aquifolium x cornuta,a0o1I000001VW7kQAG,Ilex aquifolium x cornuta - Nellie R. Stevens,"Holly, Nellie R. Stevens",Medium Tree,FALSE,,,,,,,,,,,,,,
Ilex opaca,a0o1I000001VW7lQAG,Ilex opaca,"Holly, American",Medium Tree,TRUE,,,,,,,,,,,,,,
Ilex opaca,a0o1I000001VWCoQAO,Ilex opaca - Dan Fenton,"Holly, American Dan Fenton",Medium Tree,TRUE,,,,,,,,,,,,,,
Ilex opaca,a0o1I000001VWCpQAO,Ilex opaca - Greenleaf,"Holly, American Greenleaf",Medium Tree,TRUE,,,,,,,,,,,,,,
Ilex opaca,a0o1I000001VWCqQAO,Ilex opaca - Portia Orton,"Holly, American Portia Orton",Medium Tree,TRUE,,,,,,,,,,,,,,
Ilex opaca,a0o1I000001VWCrQAO,Ilex opaca - Satyr Hill,"Holly, American Satyr Hill",Medium Tree,TRUE,,,,,,,,,,,,,,
Ilex verticillata,a0o1I000001VW7jQAG,Ilex verticillata,"Holly, Winterberry",shrub,FALSE,,,,,,,,,,,,,,
Ilex vomitoria,a0o1I000001VW7mQAG,Ilex vomitoria,"Holly, Yaupon",Small Tree,FALSE,,,,,,,,,,,,,,
Ilex x attenuata,a0o1I000001VWENQA4,Ilex x attenuata - Fosteri,"Holly, Topal Foster",Small Tree,FALSE,,,,,,,,,,,,,,
Itea virginica,a0o1I000001VWEVQA4,Itea virginica,Virginia Sweetspire,shrub,FALSE,,,,,,,,,,,,,,
Juglans nigra,a0o1I000001VW7nQAG,Juglans nigra,"Walnut, Black",Large Tree,FALSE,,,,,,,,,,,,,,
Juniperus chinensis,a0o1I000001VW7oQAG,Juniperus chinensis,"Juniper, Chinese",Medium Tree,FALSE,,,,,,,,,,,,,,
Juniperus virginiana,a0o1I000001VWDbQAO,Juniperus virginiana - Idyllwild,"Cedar, Eastern Red Idyllwild",Medium Tree,FALSE,,,,,,,,,,,,,,
Juniperus virginiana,a0o1I000001VWDkQAO,Juniperus virginiana - Brodie,"Cedar, Eastern Red Brodie",Medium Tree,FALSE,,,,,,,,,,,,,,
Juniperus virginiana,a0o1I000001VW7pQAG,Juniperus virginiana,"Cedar, Eastern Red",Medium Tree,FALSE,,,,,,,,,,,,,,
Juniperus virginiana,a0o1I000001VWCsQAO,Juniperus virginiana - Burkii,"Cedar, Eastern Red Burkii",Medium Tree,FALSE,,,,,,,,,,,,,,
Juniperus virginiana,a0o1I000001VWCtQAO,Juniperus virginiana - Emerald Sentinel,"Cedar, Eastern Red Emerald Sentinel",Medium Tree,FALSE,,,,,,,,,,,,,,
Juniperus virginiana,a0o1I00000OOh2pQAD,Juniperus virginiana - Taylor,"Cedar, Eastern Red Taylor",Medium Tree,FALSE,,,,,,,,,,,,,,
Juniperus virginiana,a0o1I00000OOheuQAD,Juniperus virginiana - Glauca,"Cedar, Eastern Red Glauca",Medium Tree,FALSE,,,,,,,,,,,,,,
Koelreuteria paniculata,a0o1I000001VW7qQAG,Koelreuteria paniculata,"Raintree, Golden",Medium Tree,FALSE,,,,,,,,,,,,,,
Lagerstroemia indica,a0o1I000001VW7rQAG,Lagerstroemia indica,Crapemyrtle,Small Tree,FALSE,,,,,,,,,,,,,,
Lagerstroemia indica x fauriei,a0o1I00000YHEgsQAH,Lagerstroemia indica x fauriei - Muskogee,"Crapemyrtle, Muskogee",Small Tree,FALSE,,,,,,,,,,,,,,
Lagerstroemia indica x fauriei,a0o1I000001VWEGQA4,Lagerstroemia indica x fauriei - Natchez,"Crapemyrtle, Natchez",Small Tree,FALSE,,,,,,,,,,,,,,
Lindera benzoin,a0o1I000001VW7sQAG,Lindera benzoin,Spicebush,shrub,FALSE,,,,,,,,,,,,,,
Liquidambar styraciflua,a0o1I000001VW7tQAG,Liquidambar styraciflua,"Sweetgum, American",Large Tree,TRUE,,,,,,,,,,,,,,
Liquidambar styraciflua,a0o1I000001VW7uQAG,Liquidambar styraciflua - Happidaze,"Sweetgum, American Happidaze",Large Tree,TRUE,,,,,,,,,,,,,,
Liquidambar styraciflua,a0o1I000001VW7vQAG,Liquidambar styraciflua - Moraine,"Sweetgum, American Moraine",Large Tree,TRUE,,,,,,,,,,,,,,
Liquidambar styraciflua,a0o1I000001VW7wQAG,Liquidambar styraciflua - Worplesdon,"Sweetgum, American Worplesdon",Large Tree,TRUE,,,,,,,,,,,,,,
Liquidambar styraciflua,a0o1I000001VW7xQAG,Liquidambar styraciflua - Rotundiloba,"Sweetgum, American Rotundiloba",Large Tree,TRUE,,,,,,,,,,,,,,
Liriodendron tulipifera,a0o1I000001VW7yQAG,Liriodendron tulipifera,Tuliptree,Large Tree,TRUE,,,,,,,,,,,,,,
Maackia amurensis,a0o1I000001VWE4QAO,Maackia amurensis - Starburst,"Maackia, Amur Starburst",Medium Tree,FALSE,,,,,,,,,,,,,,
Maackia amurensis,a0o1I000001VWEDQA4,Maackia amurensis,"Maackia, Amur",Medium Tree,FALSE,,,,,,,,,,,,,,
Maclura pomifera,a0o1I000001VW7zQAG,Maclura pomifera - White Shield,"Osage Orange, Whiteshield",Large Tree,FALSE,,,,,,,,,,,,,,
Magnolia acuminata,a0o1I00000YHEgwQAH,Magnolia acuminata - Elizabeth,"Cucumber Tree, Elizabeth",Medium Tree,FALSE,,,,,,,,,,,,,,
Magnolia acuminata,a0o1I000001VW80QAG,Magnolia acuminata,Cucumber Tree,Medium Tree,FALSE,,,,,,,,,,,,,,
Magnolia grandiflora,a0o1I000001VWDdQAO,Magnolia grandiflora - Little Gem,"Magnolia, Southern Little Gem",Large Tree,TRUE,,,,,,,,,,,,,,
Magnolia grandiflora,a0o1I000001VWESQA4,Magnolia grandiflora - D.D. Blanchard,"Magnolia, Southern D.D. Blanchard",Large Tree,TRUE,,,,,,,,,,,,,,
Magnolia grandiflora,a0o1I000001VW81QAG,Magnolia grandiflora,"Magnolia, Southern",Large Tree,TRUE,,,,,,,,,,,,,,
Magnolia grandiflora,a0o1I000001VWCuQAO,Magnolia grandiflora - Bracken's Brown Beauty,"Magnolia, Southern Bracken's Brown Beauty",Large Tree,TRUE,,,,,,,,,,,,,,
Magnolia grandiflora,a0o1I000001VWCvQAO,Magnolia grandiflora - Claudia Wannamaker,"Magnolia, Southern Claudia Wannamaker",Large Tree,TRUE,,,,,,,,,,,,,,
Magnolia grandiflora,a0o1I000001VWCwQAO,Magnolia grandiflora - Edith Bogue,"Magnolia, Southern Edith Bogue",Large Tree,TRUE,,,,,,,,,,,,,,
Magnolia kobus,a0o1I000001VW82QAG,Magnolia kobus,"Magnolia, Kobus",Small Tree,FALSE,,,,,,,,,,,,,,
Magnolia liliiflora,a0o1I00000YHEh1QAH,Magnolia liliiflora - Galaxy,"Magnolia, Galaxy",Small Tree,FALSE,,,,,,,,,,,,,,
Magnolia macrophylla,a0o1I000001VWErQAO,Magnolia macrophylla - Ashei,"Magnolia, Bigleaf Ashe",Small Tree,FALSE,,,,,,,,,,,,,,
Magnolia stellata,a0o1I000001VW84QAG,Magnolia stellata,"Magnolia, Star",Small Tree,FALSE,,,,,,,,,,,,,,
Magnolia stellata,a0o1I000001VW85QAG,Magnolia stellata - Royal Star,"Magnolia, Star Royal Star",Small Tree,FALSE,,,,,,,,,,,,,,
Magnolia stellata,a0o1I000001VWCKQA4,Magnolia stellata - Waterlily,"Magnolia, Star Waterlily",Small Tree,FALSE,,,,,,,,,,,,,,
Magnolia virginiana,a0o1I000001VWDjQAO,Magnolia virginiana - Experimental-ARS,"Magnolia, Sweetbay Experimental-ARS",Small Tree,TRUE,,,,,,,,,,,,,,
Magnolia virginiana,a0o1I000001VWDzQAO,Magnolia virginiana - Henry Hicks,"Magnolia, Sweetbay Henry Hicks",Small Tree,TRUE,,,,,,,,,,,,,,
Magnolia virginiana,a0o1I000001VW86QAG,Magnolia virginiana,"Magnolia, Sweetbay",Small Tree,TRUE,,,,,,,,,,,,,,
Magnolia virginiana,a0o1I000001VW87QAG,Magnolia virginiana - Moonglow,"Magnolia, Sweetbay Moonglow",Small Tree,TRUE,,,,,,,,,,,,,,
Magnolia virginiana var. australis,a0o1I000001VWE0QAO,Magnolia virginiana var. australis,"Magnolia, Swamp",Small Tree,FALSE,,,,,,,,,,,,,,
Magnolia x loebneri,a0o1I000001VW88QAG,Magnolia x loebneri - Merrill,"Magnolia, Loebner Merrill",Small Tree,TRUE,,,,,,,,,,,,,,
Magnolia x soulangeana,a0o1I000001VW83QAG,Magnolia x soulangeana,"Magnolia, Saucer",Small Tree,FALSE,,,,,,,,,,,,,,
Malus angustifolia,a0o1I000001VW8BQAW,Malus angustifolia,"Crabapple, Southern",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VW8CQAW,Malus domestica,Apple,Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VW9jQAG,Malus domestica - Enterprise,"Apple, Enterprise",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VW9kQAG,Malus domestica - Gold Rush,"Apple, Gold Rush",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VW9lQAG,Malus domestica - Liberty,"Apple, Liberty",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VWCxQAO,Malus domestica - Albemarle Pippin,"Apple, Albemarle Pippin",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VWCyQAO,Malus domestica - Centennial,"Apple, Centennial",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VWCzQAO,Malus domestica - Pristine,"Apple, Pristine",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VWD0QAO,Malus domestica - Red Fuji,"Apple, Red Fuji",Small Tree,FALSE,,,,,,,,,,,,,,
Malus domestica,a0o1I000001VWD1QAO,Malus domestica - Stayman Winesap,"Apple, Stayman Winesap",Small Tree,FALSE,,,,,,,,,,,,,,
Malus hybrida,a0o1I000001VW8DQAW,Malus hybrida,"Crabapple, Profusion Flowering",Small Tree,FALSE,,,,,,,,,,,,,,
Malus Sargentii,a0o1I000001VW8FQAW,Malus sargentii,"Crabapple, Sargent",Small Tree,FALSE,,,,,,,,,,,,,,
Malus speciosa,a0o1I000001VWE3QAO,Malus speciosa - Royal Raindrops,"Crabapple, Flowering Royal Raindrops",Small Tree,FALSE,,,,,,,,,,,,,,
Malus speciosa,a0o1I000001VWE9QAO,Malus speciosa - Dolgo,"Crabapple, Flowering Dolgo",Small Tree,FALSE,,,,,,,,,,,,,,
Malus speciosa,a0o1I000001VW7GQAW,Malus speciosa - Marilee,"Crabapple, Flowering Marilee",Small Tree,FALSE,,,,,,,,,,,,,,
Malus speciosa,a0o1I000001VW89QAG,Malus speciosa,Crabapple,Small Tree,FALSE,,,,,,,,,,,,,,
Malus speciosa,a0o1I000001VW8AQAW,Malus speciosa - Adirondack,"Crabapple, Flowering Adirondack",Small Tree,FALSE,,,,,,,,,,,,,,
Malus speciosa,a0o1I000001VW8EQAW,Malus speciosa - Robinson,"Crabapple, Flowering Robinson",Small Tree,FALSE,,,,,,,,,,,,,,
Malus speciosa,a0o1I000001VW8GQAW,Malus speciosa - Sutyzam,"Crabapple, Flowering Sugar Tyme",Small Tree,FALSE,,,,,,,,,,,,,,
Malus x sp.,a0o1I000001VWEOQA4,Malus x sp. - Harvest Gold,"Crabapple, Flowering Harvest Gold",Small Tree,FALSE,,,,,,,,,,,,,,
Metasequoia glyptostroboides,a0o1I000001VW9mQAG,Metasequoia glyptostroboides,"Redwood, Dawn",Large Tree,FALSE,,,,,,,,,,,,,,
Metasequoia glyptostroboides,a0o1I000001VWD2QAO,Metasequoia glyptostroboides - Gold Rush,"Redwood, Dawn Gold Rush",Large Tree,FALSE,,,,,,,,,,,,,,
Morus alba,a0o1I000001VW9oQAG,Morus alba,"Mulberry, White",Medium Tree,FALSE,,,,,,,,,,,,,,
Morus alba,a0o1I000001VWD3QAO,Morus alba - Shangri La,"Mulberry, White Shangra La",Medium Tree,FALSE,,,,,,,,,,,,,,
Morus rubra,a0o1I000001VW9pQAG,Morus rubra - Illinois Everbearing,"Mulberry, Red Illinois Everbearing",Medium Tree,FALSE,,,,,,,,,,,,,,
Morus rubra,a0o1I000001VW9qQAG,Morus rubra - Pakistan,"Mulberry, Red Pakistan",Medium Tree,FALSE,,,,,,,,,,,,,,
Morus rubra,a0o1I000001VWD4QAO,Morus rubra,"Mulberry, Red",Medium Tree,FALSE,,,,,,,,,,,,,,
Morus speciosa,a0o1I000001VW9nQAG,Morus speciosa,Mulberry,Medium Tree,FALSE,,,,,,,,,,,,,,
Myrica cerifera,a0o1I000001VW9rQAG,Myrica cerifera,"Myrtle, Wax Southern",Small Tree,FALSE,,,,,,,,,,,,,,
Nyssa sylvatica,a0o1I000001VWE8QAO,Nyssa sylvatica - Red Rage,"Blackgum, Red Rage",Medium Tree,TRUE,,,,,,,,,,,,,,
Nyssa sylvatica,a0o1I000001VW9sQAG,Nyssa sylvatica - Wildfire,"Blackgum, Wildfire",Medium Tree,TRUE,,,,,,,,,,,,,,
Nyssa sylvatica,a0o1I000001VW9tQAG,Nyssa sylvatica,Blackgum,Medium Tree,TRUE,,,,,,,,,,,,,,
Nyssa sylvatica,a0o1I000001VWD5QAO,Nyssa sylvatica - Green Gable,"Blackgum, Green Gable",Medium Tree,TRUE,,,,,,,,,,,,,,
Ostrya virginiana,a0o1I000001VW9uQAG,Ostrya virginiana,"Hop Hornbeam, American",Small Tree,TRUE,,,,,,,,,,,,,,
Oxydendrum arboreum,a0o1I000001VW9vQAG,Oxydendrum arboreum,Sourwood,Medium Tree,FALSE,,,,,,,,,,,,,,
Parrotia persica,a0o1I000001VWEQQA4,Parrotia persica - Ruby Vase,"Ironwood, Persian Ruby Vase",Large Tree,FALSE,,,,,,,,,,,,,,
Parrotia persica,a0o1I000001VW9wQAG,Parrotia persica,"Ironwood, Persian",Large Tree,FALSE,,,,,,,,,,,,,,
Physocarpus opulifolius,a0o1I000001VW9xQAG,Physocarpus opulifolius,Ninebark,shrub,FALSE,,,,,,,,,,,,,,
Picea abies,a0o1I000001VW9yQAG,Picea abies,"Spruce, Norway",Large Tree,FALSE,,,,,,,,,,,,,,
Picea glauca,a0o1I000001VW9zQAG,Picea glauca,"Spruce, White",Large Tree,FALSE,,,,,,,,,,,,,,
Picea omorika,a0o1I000001VWA0QAO,Picea omorika,"Spruce, Serbian",Large Tree,FALSE,,,,,,,,,,,,,,
Picea pungens,a0o1I000001VWA1QAO,Picea pungens,"Spruce, Colorado",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus echinata,a0o1I000001VWEoQAO,Pinus echinata,"Pine, Shortleaf",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus nigra,a0o1I000001VWA3QAO,Pinus nigra,"Pine, Austrian",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus palustris,a0o1I000001VWA4QAO,Pinus palustris,"Pine, Longleaf",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus rigida,a0o1I000001VWA2QAO,Pinus rigida,"Pine, Pitch",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus strobus,a0o1I000001VWA5QAO,Pinus strobus,"Pine, Eastern White",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus strobus,a0o1I000001VWD6QAO,Pinus strobus - Fastigiata,"Pine, Eastern White Fastigiata",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus taeda,a0o1I000001VWA6QAO,Pinus taeda,"Pine, Loblolly",Large Tree,FALSE,,,,,,,,,,,,,,
Pinus virginiana,a0o1I000001VWAfQAO,Pinus virginiana,"Pine, Virginia",Medium Tree,FALSE,,,,,,,,,,,,,,
Pistacia chinensis,a0o1I000001VWA7QAO,Pistacia chinensis,"Pistache, Chinese",Medium Tree,FALSE,,,,,,,,,,,,,,
Pistacia chinensis,a0o1I000001VWD7QAO,Pistacia chinensis - Western Son,"Pistache, Chinese Western Son",Medium Tree,FALSE,,,,,,,,,,,,,,
Platanus occidentalis,a0o1I000001VWA8QAO,Platanus occidentalis,"Sycamore, American",Large Tree,TRUE,,,,,,,,,,,,,,
Platanus x acerifolia,a0o1I000001VWA9QAO,Platanus x acerifolia,"Planetree, London",Large Tree,TRUE,,,,,,,,,,,,,,
Platanus x acerifolia,a0o1I000001VWAAQA4,Platanus x acerifolia - Bloodgood,"Planetree, London Bloodgood",Large Tree,TRUE,,,,,,,,,,,,,,
Platanus x acerifolia,a0o1I000001VWABQA4,Platanus x acerifolia - Exclamation,"Planetree, London Exclamation",Large Tree,TRUE,,,,,,,,,,,,,,
Populus deltoides,a0o1I000001VWACQA4,Populus deltoides,"Cottonwood, Eastern",Large Tree,FALSE,,,,,,,,,,,,,,
Populus tremuloides,a0o1I000001VWADQA4,Populus tremuloides,"Aspen, Quaking",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus americana,a0o1I000001VWAEQA4,Prunus americana,"Plum, American",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus armeniaca,a0o1I000001VWAFQA4,Prunus armeniaca,"Apricot, Winter Double Pink",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWELQA4,Prunus avium - Sam,"Cherry, Sweet Sam",Medium Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWAGQA4,Prunus avium,"Cherry, Sweet",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWAHQA4,Prunus avium - Ulster,"Cherry, Sweet Ulster",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWD8QAO,Prunus avium - Bing,"Cherry, Sweet Bing",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWD9QAO,Prunus avium - Black Gold,"Cherry, Sweet Black Gold",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWDAQA4,Prunus avium - Blaze Star,"Cherry, Sweet Blaze Star",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWDBQA4,Prunus avium - Kristin,"Cherry, Sweet Kristin",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWDCQA4,Prunus avium - Lala Star,"Cherry, Sweet Lala Star",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWDDQA4,Prunus avium - Rainier,"Cherry, Sweet Rainier",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus avium,a0o1I000001VWDEQA4,Prunus avium - Stella,"Cherry, Sweet Stella",Large Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasifera,a0o1I00000YHEhBQAX,Prunus cerasifera - Krauter Vesuvius,"Plum, Cherry Krauter Vesuvius",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasifera,a0o1I000001VWDwQAO,Prunus cerasifera - Atropurpurea,"Plum, Cherry Purple Leaf Atropurpurea",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasifera,a0o1I000001VWAIQA4,Prunus cerasifera,"Plum, Cherry",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasifera,a0o1I000001VWAJQA4,Prunus cerasifera - Newport,"Plum, Cherry Newport",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasifera,a0o1I000001VWAKQA4,Prunus cerasifera - Thundercloud,"Plum, Cherry Thundercloud",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasifera - Atropurpurea x P. salicina,a0o1I000001VWCFQA4,Prunus cerasifera - Atropurpurea x P. salicina,"Plum, Hollywood Purple-Leaf",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasus,a0o1I000001VWALQA4,Prunus cerasus,"Cherry, Sour",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasus,a0o1I000001VWAMQA4,Prunus cerasus - North Star,"Cherry, Sour North Star",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasus,a0o1I000001VWCHQA4,Prunus cerasus - North Star Dwarf,"Cherry, Sour North Star Dwarf",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus cerasus,a0o1I000001VWDFQA4,Prunus cerasus - Montmorency,"Cherry, Sour Montmorency",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus domestica,a0o1I000001VWDtQAO,Prunus domestica - Stanley,"Plum, European Stanley",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus domestica,a0o1I000001VWEKQA4,Prunus domestica - President,"Plum, European President",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus domestica,a0o1I000001VWANQA4,Prunus domestica,"Plum, European",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus dulcis,a0o1I000001VWAOQA4,Prunus dulcis,Almond,Small Tree,FALSE,,,,,,,,,,,,,,
Prunus maritima,a0o1I000001VWAPQA4,Prunus maritima,"Plum, Beach",shrub,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWDmQAO,Prunus persica - Stark Early White Giant,"Peach, Stark Early White Giant",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWERQA4,Prunus persica - Red Haven,"Peach, Red Haven",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWARQA4,Prunus persica,Peach,Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWASQA4,Prunus persica - Belle of Georgia,"Peach, Belle of Georgia",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWCMQA4,Prunus persica - Erli Red Free,"Peach, Erli Red Free",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWDGQA4,Prunus persica - Gloria,"Peach, Gloria",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWDHQA4,Prunus persica - Green Leaf Patio,"Peach, Green Leaf Patio",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica,a0o1I000001VWDIQA4,Prunus persica - Scarlet Pearl,"Peach, Scarlet Pearl",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus persica var. nectarina,a0o1I000001VWCGQA4,Prunus persica var. nectarina - Mericrest,"Nectarine, Mericrest Dwarf",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus salicina,a0o1I000001VWDuQAO,Prunus salicina - Santa Rosa,"Plum, Japanese Santa Rosa",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus salicina,a0o1I000001VWEEQA4,Prunus salicina - Starking Delicious,"Plum, Japanese Starking Delicious",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus salicina,a0o1I000001VW7FQAW,Prunus salicina - Methley,"Plum, Japanese Methley",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus salicina,a0o1I000001VWATQA4,Prunus salicina - Aycock,"Plum, Japanese Aycock",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus Sargentii,a0o1I00000YHEhGQAX,Prunus sargentii,"Cherry, Sargent",Medium Tree,FALSE,,,,,,,,,,,,,,
Prunus serotina,a0o1I000001VWAUQA4,Prunus serotina,"Cherry, Black",Medium Tree,FALSE,,,,,,,,,,,,,,
Prunus serrulata,a0o1I000001VWDaQAO,Prunus serrulata - Snow Goose,"Cherry, Japanese Flowering Snow Goose",Medium Tree,FALSE,,,,,,,,,,,,,,
Prunus serrulata,a0o1I000001VWAVQA4,Prunus serrulata - Kwanzan,"Cherry, Japanese Flowering Kwanzan",Medium Tree,FALSE,,,,,,,,,,,,,,
Prunus subhirtella,a0o1I000001VWAWQA4,Prunus subhirtella,"Cherry, Higan",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus subhirtella,a0o1I000001VWAXQA4,Prunus subhirtella - Autumnalis,"Cherry, Higan Autumnalis",Small Tree,FALSE,,,,,,,,,,,,,,
Prunus virginiana,a0o1I000001VWAYQA4,Prunus virginiana,Chokecherry,Small Tree,FALSE,,,,,,,,,,,,,,
Prunus x incamp,a0o1I000001VWAQQA4,Prunus x incamp - Okame,"Cherry, Flowering Okame",Medium Tree,TRUE,,,,,,,,,,,,,,
Prunus x yedoensis,a0o1I000001VWAZQA4,Prunus x yedoensis,"Cherry, Japanese Flowering Yoshino",Medium Tree,TRUE,,,,,,,,,,,,,,
Prunus x yedoensis,a0o1I000001VWAaQAO,Prunus x yedoensis - Akebono,"Cherry, Japanese Flowering Yoshino Akebono",Medium Tree,TRUE,,,,,,,,,,,,,,
Pseudotsuga menziesii,a0o1I000001VWAbQAO,Pseudotsuga menziesii,Douglas Fir,Large Tree,FALSE,,,,,,,,,,,,,,
Pyrus calleryana,a0o1I000001VWAcQAO,Pyrus calleryana,"Pear, Callery",Medium Tree,FALSE,,,,,,,,,,,,,,
Pyrus communis,a0o1I000001VWAdQAO,Pyrus communis,"Pear, European",Small Tree,FALSE,,,,,,,,,,,,,,
Pyrus communis,a0o1I000001VWAeQAO,Pyrus communis - Moonglow,"Pear, European Moonglow",Small Tree,FALSE,,,,,,,,,,,,,,
